url,brand,type,name
http://m.chinatruck.org/product/truck/124.html,江淮,,江淮 格尔发 重卡 6×4 自卸车
http://m.chinatruck.org/video/44520.html,江淮格尔发百句叮咛亲情视频,,江淮格尔发百句叮咛亲情视频
http://m.chinatruck.org/product/truck/121.html,江淮,,江淮 格尔发重卡 220马力 6×2 牵引车 HFC1161KR1
http://m.chinatruck.org/product/truck/588.html,江淮,,江淮 格尔发 重卡 240马力 8×4 载货车
http://m.chinatruck.org/product/truck/414.html,广汽日野,,广汽日野 700系列 6×4 专用车底盘 YC1250FS2PK
http://m.chinatruck.org/product/truck/592.html,广汽日野,,广汽日野 700系列 350马力 6×4 自卸车
http://m.chinatruck.org/product/truck/1709.html,福田欧马可,,福田欧马可 168马力 4×2冷藏车（BJ5169XLC-F2型）
http://m.chinatruck.org/product/truck/542.html,福田欧马可医疗废物转运车,,福田欧马可医疗废物转运车
http://m.chinatruck.org/product/truck/1476.html,福田汽车奥铃冷藏车（国四）BJ5089XLC-FB,,福田汽车奥铃冷藏车（国四）BJ5089XLC-FB
http://m.chinatruck.org/product/truck/2377.html,福田,,福田 奥铃CTX 154马力 4X2 自卸车
http://m.chinatruck.org/product/truck/926.html,福田戴姆勒,,福田戴姆勒 CTX重卡 8×4 9系15方混凝土搅拌运输车
http://m.chinatruck.org/product/truck/394.html,福田欧曼,,福田欧曼 水罐、泡沫消防车
http://m.chinatruck.org/product/truck/1033.html,大运,,大运 N8重卡 290马力 8X4 自卸车(轻量化)(3313WD3R)
http://m.chinatruck.org/product/truck/543.html,东风,,东风 金霸 95马力 4×2 洒水车 CLW5040GPS3
http://m.chinatruck.org/product/truck/535.html,大运重卡,,大运重卡 310马力 6×4 自卸车系列DYX3251
http://m.chinatruck.org/product/truck/547.html,东风,,东风 多利卡 115马力 4×2 垃圾车 JDF5080ZYS
http://m.chinatruck.org/product/truck/2551.html,重汽王牌,,重汽王牌 全柴62/莱动68马力 车厢可卸式垃圾车					
http://m.chinatruck.org/product/truck/2126.html,中国重汽,,中国重汽 T5G 280马力 4X2 车载混凝土泵车
http://m.chinatruck.org/product/truck/1606.html,中国重汽,,中国重汽 HOWO-T7H重卡 6X4搅拌车
http://m.chinatruck.org/product/truck/642.html,中国重汽,,中国重汽 豪运 340马力 6×4 混凝土搅拌车 ZZ5255GJBN4345C2
http://m.chinatruck.org/product/truck/2729.html,一汽柳特,,一汽柳特 金大陆重卡 350马力 8X4 自卸车
http://m.chinatruck.org/product/truck/2051.html,依维柯,,依维柯 新Daily 170马力 4×2 国四厢式载货车
