url,name
http://m.56.com/view/id-MTA0NzcwNTg4.html,商会歌曲
http://baike.baidu.com/item/%E5%8E%BB%EF%BC%8C%E4%BD%A0%E7%9A%84%E6%97%85%E8%A1%8C/20413464,旅游歌曲
http://5sing.kugou.com/top/index.html,原创音乐
https://v.qq.com/x/page/c0399f3yxub.html,活动主题曲
http://m.baidu.com/baidu.php?sc.ujnK00jomksG4pyiH5jtYD7T1hLE0hDGR39Gf4ebICv9T9G5PMKmsNjjtGmkIb-JvyQQznhbCQwWvUvfRQihqLUaJIaCCwyB1xJzrF2CugFj6SuaOljPm5Z-tKeNO9vbaSkUmTnNY8IkAljHgzarfkKT-DrXYUkGigkachdqgZadXxI67f.DR_j9JY3cLsSAjtDEfG3ATxQswojPakYvTXMXC0.U1Yk0ZDqkE5iVUWCkOC0IjvlEPUIso1iq0KGUHYznW60u1dLTLFMUMGJ0ZNG5fKspyfqn1c0mv-b5Hc3n0KVIjYznHmdg1csPWFxnH0kPdt1PW0k0AVG5H00TMfqPWb30ANGujYknjcdP17xnH0YPj6Lg1fkP-tknjbLrjwxnH0zPjT4g1DsnWf1ndtknjT3PH7xnH01n1fzg1DkPW0LP7tknHR4PHPxnHDdrHnvg1DsP1nkPNtknHR3PWPxnHDYP1b3g1DkPHRdP7tknHmsrHf0mhbqnW0vg1csnj0sg1csnjnk0AdW5Hf4rjTYn-t3nj0YrH0knNtdnWR3rHbLnHPxn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00ULu_5HDsnjD1Qywlg1DsnjbkQywlg1DsPHm4QH7xnH0vPHcVnNtknjmLnaYkg1DsP1RsQH7xnH0LPWnVuZGxnH03PHmVuZGxnH04PWbVn7tknH0knBdbX-tknH0YnBdbX-tknH0YnzdbX-tknH0dnBYkg1DknjR1Qywlg1DknjmsQH7xnHDsPWmVPdtknH03nzdbX-tknH03PBYkg1Dknjb4QHDkg1DknH04Qywlg1DknHbzQH7xnHDznHbVuZGxnHDzPWTVuZGxnHD1nH6VnNtknHnkriYkg1Dkn1fdQywlg1DkPHmLQywlg1DkPHTzQywlg1DkPWc4QH7xnHDvPjDVuZGxnHDvPjbVuZGxnHDvPHDVuZGxnHDvP16VP7tknHmLridbX-tknHm4nidbX-tknHTdridbX-tknHT3nidbX-tknH6zPiYkg1DkrHn1QHFxnHD4PHbVuZGxnHcsQywlg1Dznj04QH7xnHcsPHRVnNtknW0dridbX-tknW0vPiYkg1DznjbsQywlg1DznjbdQH7xnHcknHfVuZGxnHckPHbVuZGxnHcznW6VnNtknWcvPiYkg1DznWTsQywlg1DznWTzQH7xnHc1nWnVn-tknWn1PadbX-tknWnLPadbX-tknWn3nBYkg1Dzn163QH7xnHcYnj6VuZGxnHcYnWDVnNtknWfvPidbX-tknWf3radbX-tknWf4PadbX-tknWRsPidbX-tknWRknidbX-tknWRknzdbX-tknWRkPidbX-tzPjInQHDsnH7xnWmkPidbX-tzPWDdyadbX-tvn1ckQH9xrj6kQywlg163nN6VuZC0mycqn7ts0ANzu1Ys0ZKs5H00UMus5H08nj0snj0snj00Ugws5H00uAwETjYs0ZFJ5H00uANv5gIGTvR0uMfqn6KspjYs0Aq15H00mMTqn0K8IjYk0ZPl5HczP7tznW00IZN15HmYPjm3PWmkP101Pj0vnj63n0Kzug7Y5HDYrHRvnHmsnH0vPj60Tv-b5yc1n1cLmHR4mHPBnA7-rAf0mLPV5H0LnHFan1FaPYwAnWTkn1f0UAF15HDYnHfv0A7W5HD0TA3qnfKkUgfqn0KkUgnqn0KlIjYk0AdWgvuzUvYqn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7ts0AwYpyfqnsK-IA-b5iYk0A71TAPW5H00IgKGUhPW5H00Tydh5H00uhPdIjYs0AulpjYs0Au9IjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00IvuzUvYqn0KWThnqPW0vPHm&qid=b3327a59a3b0ae8d&sourceid=601&placeid=2&rank=1&shh=m.baidu.com&word=%E4%BC%81%E4%B8%9A%E6%AD%8C%E6%9B%B2,企业歌曲
http://www.chnmusic.org/liuxingnews.html,协会歌曲
http://m.baidu.com/from=0/bd_page_type=1/ssid=0/uid=0/pu=usm%401%2Csz%40224_220%2Cta%40iphone____/baiduid=9279DCD8811867E23143E93790B6669A/w=10_10_/t=iphone/l=3/tc?ref=www_iphone&lid=9083637996730246304&order=10&fm=alop&tj=www_normal_10_10_10_title&vit=osres&m=8&srd=1&cltj=cloud_title&asres=1&title=%E9%9F%B3%E4%B9%90%E5%88%B6%E4%BD%9C%E5%85%AC%E5%8F%B8&dict=20&w_qd=IlPT2AEptyoA_ykz9Owbs4_xJ6FTf-9nw6cYifW&sec=21248&di=e57dbafdb08b930b&bdenc=1&nsrc=IlPT2AEptyoA_yixCFOxXnANedT62v3IIhuSQWBB0SuqnE0te4viZQRAVXKhVjrIViCkgTDLq_cYwnHN0HEo8_V4u_-loWIq7Xjkd3nqhaC0CBYMhwl6OQPkHmVqpAmayKkf-uBoRtEsVn-dzw36wtdrwc0JatZQbdaDhES7vP7AWDPiYFbypa,歌曲制作公司
http://music.163.com/playlist?id=91396041,广告歌曲
"https://zhidao.baidu.com/question/583589526.html?device=mobile&ssid=0&from=0&uid=0&pu=usm@2,sz@224_220,ta@iphone____&bd_page_type=1&baiduid=2B993545B3D8FD6F2048602D0D83E6AC&tj=www_zhidao_normal_8_10_10_l1",旅游歌曲
"https://zhidao.baidu.com/question/1957996684395100140.html?device=mobile&ssid=0&from=0&uid=0&pu=usm@3,sz@224_220,ta@iphone____&bd_page_type=1&baiduid=2B993545B3D8FD6F2048602D0D83E6AC&tj=www_zhidao_normal_9_10_10_l1",广告歌曲
